Property_ID,Date,Price_USD,Airbnb_Property_ID,ADR_USD,Airbnb_Accuracy_Rating,Airbnb_Checkin_Rating,Airbnb_Cleanliness_Rating,Airbnb_Communication_Rating,Airbnb_HOST_ID,Airbnb_Location_Rating,Airbnb_Superhost,Airbnb_Value_Rating,Amenities,Bathrooms,Bedrooms,City,Cleaning_Fee_USD,Count_Available_Days_LTM,Count_Reservation_Days_LTM,Country,Created_Date,Currency_USD,Extra_People_Fee,Has_Air_Con,Has_Gym,Has_Hot_Tub,Has_Kitchen,Has_Parking,Has_Pool,Host_Type,Last_Calendar_Update,Latitude,Longitude,Listing_Type,Location_Type,Max_Guests,Metropolitan_Statistical_Area,Minimum_Stay,Neighborhood,Number_of_Photos,Number_of_Reviews,Occupancy_Rate,Overall_Rating,Pets_Allowed,Price_Tier,Published_Monthly_Rate_USD,Published_Nightly_Rate_USD,Published_Weekly_Rate_USD,Response_Rate,Response_Time,Revenue_USD,Revenue_Potential_USD,Security_Deposit_USD,Zipcode
abnb_10310043,2017/1/1,325.1613,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0.193548,97,FALSE,luxury,8872,580,2709,100,5054,2672,2672,250,60563
abnb_10310043,2017/2/1,304.6429,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0.035714,97,FALSE,luxury,8872,580,2709,100,5054,466,466,250,60563
abnb_10310043,2017/3/1,367.0968,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,0,250,60563
abnb_10310043,2017/4/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,0,250,60563
abnb_10310043,2017/5/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,0,250,60563
abnb_10310043,2017/6/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,0,250,60563
abnb_10310043,2017/7/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,12533.91,250,60563
abnb_10310043,2017/8/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,8138.84,250,60563
abnb_10310043,2017/9/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,6007.53,250,60563
abnb_10310043,2017/10/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,5885.63,250,60563
abnb_10310043,2017/11/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,9564.58,250,60563
abnb_10310043,2017/12/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,9517.81,250,60563
abnb_10310043,2018/1/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,5651.18,250,60563
abnb_10310043,2018/2/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,4484.68,250,60563
abnb_10310043,2018/3/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0.633333,97,FALSE,luxury,8872,580,2709,100,5054,8214,8377.04,250,60563
abnb_10310043,2018/4/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,11788.23,250,60563
abnb_10310043,2018/5/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,12322.03,250,60563
abnb_10310043,2018/6/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,14493.58,250,60563
abnb_10310043,2018/7/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,14248.94,250,60563
abnb_10310043,2018/8/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,15359.71,250,60563
abnb_10310043,2018/9/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,10854.3,250,60563
abnb_10310043,2018/10/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,12663.62,250,60563
abnb_10310043,2018/11/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,8281.61,250,60563
abnb_10310043,2018/12/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,11063.35,250,60563
abnb_10310043,2019/1/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,4221.06,250,60563
abnb_10310043,2019/2/1,430,10310043,,10,10,10,10,25913346,9,,9,"[""ac"",""cable"",""dryer"",""essentials"",""fireplace"",""heating"",""iron"",""tv"",""washer"",""wireless_internet"",""free_parking"",""jacuzzi"",""kitchen"",""hair-dryer"",""hangers"",""fire_extinguisher"",""smoke_detector""]",3.5,3,Naperville,150,,,United States,2016/1/1,usd,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1 Unit,04:27.1,41.79509,-88.17276,Entire home/apt,Large City - Suburban,8,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",120,,23,7,0,97,FALSE,luxury,8872,580,2709,100,5054,0,3369.13,250,60563
